product,quality,season,state,quantity,market_distance,organic_certified,price_per_quintal
onion,low,rabi,maharashtra,73.24728065,147.0927057,0,1496.56
soybean,medium,rabi,rajasthan,12.43508075,65.22121133,0,3863.22
cotton,medium,zaid,haryana,7.073043574,142.9124692,0,5730.32
tur,low,rabi,mp,52.38314766,195.8526583,0,4384.75
tomato,medium,kharif,mp,75.27691112,63.45779676,0,1669.12
cotton,medium,rabi,rajasthan,29.23596272,110.79399,0,4366.91
jowar,low,rabi,rajasthan,61.17841958,80.67286101,0,2330.49
tomato,low,rabi,rajasthan,39.25979387,84.04992036,0,1633.08
chana,low,rabi,rajasthan,70.97355602,184.0076328,0,3620.07
chana,high,rabi,up,94.24865314,147.9126496,0,5782.01
wheat,high,rabi,maharashtra,29.41169315,49.97752129,0,2360.81
cotton,high,zaid,karnataka,48.80497488,78.06515585,1,6743.65
wheat,low,rabi,maharashtra,94.5019051,42.45550306,0,1870.63
jowar,high,kharif,mp,93.72045159,61.67042434,1,4763.88
soybean,medium,rabi,rajasthan,53.51199781,132.5571465,0,3252.84
chana,high,kharif,haryana,65.53494127,155.8966034,0,5445.38
jowar,medium,zaid,mp,56.03121061,139.9055741,0,2132.48
wheat,low,kharif,maharashtra,64.29810525,67.59975621,1,2091.37
tur,medium,kharif,rajasthan,23.44668846,120.3962706,0,5809.94
sugarcane,medium,kharif,karnataka,89.33155364,86.1882673,0,271.43
tur,medium,kharif,up,25.86800846,64.1135172,0,6879.89
rice,low,zaid,punjab,39.41778895,159.1930179,0,1788.98
tomato,medium,rabi,rajasthan,28.63526919,129.2730224,1,2393.19
onion,low,rabi,rajasthan,55.97428671,105.5159245,0,1406.43
cotton,high,zaid,haryana,69.71903374,3.224929274,0,6796.92
cotton,medium,zaid,punjab,22.56029937,135.407563,0,5491.93
jowar,high,rabi,haryana,81.07699536,58.94027398,0,4394.56
sugarcane,high,rabi,rajasthan,46.47525501,163.5926989,1,377.83
sugarcane,low,rabi,maharashtra,44.42810943,43.65463976,0,238.8
tomato,high,kharif,karnataka,23.84272443,58.239291,0,1899.55
cotton,medium,rabi,haryana,60.01032918,17.93044625,0,5633.9
wheat,medium,kharif,karnataka,46.50364268,44.72050966,1,2376.51
sugarcane,low,rabi,maharashtra,18.61009975,177.7066577,0,211.26
jowar,high,rabi,mp,64.29025179,170.6931106,0,3406.03
tur,high,zaid,up,41.38152944,57.48050677,0,5899.33
onion,high,rabi,up,83.8494788,114.4630371,1,2638.2
wheat,low,zaid,mp,17.24229524,57.0373192,0,1572.29
sugarcane,low,zaid,punjab,29.43689345,102.267818,0,227.74
cotton,medium,kharif,haryana,45.88820683,197.855989,0,6057.6
onion,low,rabi,karnataka,32.27764642,145.8480498,1,2158.81
wheat,medium,zaid,haryana,33.96270482,24.99131322,0,2141.65
wheat,high,zaid,haryana,10.70640927,105.3634332,0,2008.2
jowar,high,rabi,up,79.05155356,163.6208337,1,4509.56
rice,low,kharif,rajasthan,6.396677101,133.3051664,0,2186.16
wheat,medium,kharif,maharashtra,60.1637059,161.8854977,0,1816.55
jowar,medium,kharif,rajasthan,24.17616383,11.98503106,0,2824.74
wheat,low,kharif,haryana,39.3748379,64.63884997,1,2246.29
cotton,high,kharif,up,67.37421986,57.7678829,0,7508.52
rice,medium,kharif,punjab,51.93079101,66.19838952,0,3326.38
tomato,medium,kharif,karnataka,93.2175483,181.6820215,0,1417.66
tur,high,zaid,punjab,23.38900838,174.5660468,0,5973.89
sugarcane,high,zaid,haryana,32.18025413,61.27975967,0,328.55
tur,low,zaid,haryana,34.29450135,65.7208679,0,5118.6
tomato,medium,kharif,mp,3.949259899,1.955876061,0,1868.15
jowar,high,zaid,rajasthan,21.48031567,71.64380825,0,2739.91
tur,high,rabi,punjab,83.65504341,151.1772759,0,6688.52
chana,medium,kharif,punjab,42.75564995,45.94325674,0,4556.51
cotton,high,zaid,rajasthan,23.86695174,160.3827906,1,6279.3
soybean,low,zaid,mp,22.320569,58.37343541,0,3036.81
chana,medium,zaid,rajasthan,93.50666866,9.692846495,0,4320.05
sugarcane,high,rabi,haryana,40.90083703,129.830793,0,374.89
tomato,medium,rabi,karnataka,43.2841322,25.75088747,1,3156.51
jowar,low,kharif,punjab,75.96172285,61.12969937,0,3106.87
sugarcane,high,rabi,maharashtra,88.34127302,29.40299098,0,397.72
rice,low,zaid,mp,1.702556717,163.8796462,0,1637.05
soybean,low,zaid,rajasthan,95.64202582,106.2679906,0,3087.38
rice,high,kharif,karnataka,84.41289565,72.43632056,0,3380.57
sugarcane,medium,kharif,rajasthan,64.62016559,169.9685209,0,216.56
tur,medium,rabi,up,20.21874827,107.3215019,1,7838.95
rice,low,zaid,haryana,43.51534181,94.14118946,0,1859.97
sugarcane,low,zaid,maharashtra,24.75494147,16.67581075,1,314.83
tur,medium,zaid,punjab,35.21639672,124.3014622,0,5456.12
wheat,low,zaid,up,35.71362645,75.36212555,0,1310.22
sugarcane,low,zaid,maharashtra,80.78467841,55.93477131,0,229.06
soybean,low,rabi,mp,8.257275993,178.8364317,0,2907.25
rice,high,zaid,maharashtra,70.34503168,80.36269172,0,2634.19
sugarcane,low,zaid,maharashtra,29.14454062,117.1556542,0,211.7
rice,medium,rabi,karnataka,66.69884736,156.7943701,0,2285.36
rice,medium,zaid,maharashtra,69.13367302,157.0013672,0,1860.07
chana,low,rabi,maharashtra,93.05717775,96.75937932,0,4131.35
wheat,medium,kharif,rajasthan,90.06163645,182.1648441,1,1959.27
chana,high,zaid,karnataka,4.395492229,99.51321668,0,4493.69
wheat,high,kharif,karnataka,22.92363825,161.1216578,0,2065.84
wheat,low,kharif,maharashtra,1.890867071,51.5621748,0,1595.47
rice,high,rabi,up,62.23992976,61.96942335,0,2581.99
sugarcane,low,rabi,karnataka,36.31559376,118.4965988,0,219.41
tomato,high,rabi,rajasthan,1.907389468,40.27982056,1,3415.34
sugarcane,high,zaid,karnataka,3.790942704,48.94901593,1,394.7
soybean,high,zaid,punjab,69.15172778,31.69048804,0,4990.38
tur,high,kharif,haryana,57.61785472,181.4926353,0,8300.26
chana,high,kharif,punjab,48.71749686,14.09213553,0,5757.06
rice,high,kharif,punjab,55.85849017,105.4294589,0,3432.41
tur,low,rabi,karnataka,67.23629802,25.25669452,1,6382.23
sugarcane,medium,rabi,up,62.9837121,178.2401595,0,239.96
sugarcane,high,rabi,mp,96.27416633,178.0441341,0,314.44
tomato,low,rabi,mp,73.25902265,82.18658099,0,1970.34
tur,high,rabi,up,46.36707816,52.48321634,0,6874.89
cotton,high,rabi,up,36.28265943,20.18953633,1,8254.68
rice,medium,rabi,maharashtra,98.16331195,26.94945303,0,2580.81
tur,high,zaid,karnataka,18.40259777,28.98650542,0,6919.53
tur,medium,kharif,maharashtra,18.46477913,162.5465809,0,6065.68
cotton,high,kharif,punjab,73.69668891,127.1879153,1,9550.47
wheat,low,zaid,rajasthan,49.57874025,87.72228719,0,1326.84
onion,medium,rabi,karnataka,27.45377965,101.822677,0,1930.83
soybean,low,rabi,mp,2.121926727,109.726861,1,3861.88
jowar,medium,rabi,maharashtra,55.09265625,113.8953029,0,3100.1
wheat,low,zaid,mp,29.18408839,177.5216659,0,1177.85
tomato,high,kharif,punjab,75.61437104,193.6224473,0,1867.42
sugarcane,medium,zaid,haryana,5.65905859,133.709339,1,335.48
chana,low,rabi,maharashtra,83.48775911,185.8815132,0,3945.53
wheat,high,kharif,haryana,45.00351782,51.25847507,0,2520.71
tomato,high,kharif,haryana,19.95747188,77.24727906,0,2234.22
soybean,medium,kharif,karnataka,3.943889868,14.34634756,0,4677.48
wheat,low,zaid,maharashtra,57.46093827,10.71531192,0,1628.24
tur,medium,rabi,maharashtra,92.83977961,189.9658411,0,5066.44
chana,medium,rabi,maharashtra,49.78535324,32.14266984,1,6827.38
rice,medium,rabi,maharashtra,43.60132638,54.94100656,1,2967.74
sugarcane,medium,zaid,up,30.45950093,157.8581309,0,257.35
wheat,high,zaid,mp,7.574129993,197.8699028,0,1725.55
wheat,low,kharif,mp,53.67659557,96.47124172,0,1343.79
tomato,medium,rabi,punjab,24.39732244,19.57140054,0,2883.18
cotton,low,rabi,rajasthan,99.28432766,156.7167789,1,4491.88
tur,high,zaid,mp,40.23144899,138.7726685,0,5509.42
cotton,low,kharif,rajasthan,67.87770449,155.4665028,0,4719.68
cotton,low,kharif,maharashtra,76.28599602,196.9858217,1,5788.36
jowar,high,rabi,mp,54.52048844,169.920035,0,3086.79
tur,low,zaid,haryana,11.46435978,138.8144667,0,4547.34
jowar,low,rabi,maharashtra,8.791069844,105.4621791,0,2674.47
tur,high,rabi,rajasthan,18.30388479,197.4200172,0,5691.01
wheat,medium,zaid,maharashtra,35.51164447,144.3600843,0,1514.69
soybean,high,zaid,maharashtra,89.60835203,137.2048448,0,3669.34
onion,medium,kharif,rajasthan,36.99753347,43.36285519,0,1594.65
onion,low,rabi,karnataka,42.99432052,89.33774435,0,1733.51
soybean,medium,zaid,mp,30.58745569,38.59680159,0,3824.85
soybean,medium,rabi,mp,47.44857211,73.54170163,0,3541.92
jowar,high,kharif,maharashtra,46.55016003,38.6894456,0,3360.18
cotton,high,rabi,up,23.52585382,55.92028653,0,6102.36
sugarcane,low,kharif,punjab,64.83091593,67.9321241,0,279.97
onion,low,rabi,up,20.31577318,178.5222656,0,1504.88
tur,low,zaid,karnataka,61.16851411,80.94117487,0,4253.02
wheat,medium,kharif,maharashtra,91.46763774,73.65909353,0,1805
wheat,high,zaid,rajasthan,70.11921221,58.28302774,0,1810.94
tur,medium,rabi,haryana,85.53273336,28.03308668,0,6340.4
rice,medium,rabi,mp,9.024896824,143.2905963,0,2352.96
chana,low,zaid,haryana,80.94031563,21.87118062,0,4215.72
rice,low,zaid,maharashtra,85.18145311,42.57001721,0,1953.49
rice,low,rabi,maharashtra,13.84851361,111.3636721,1,2567.56
tomato,medium,rabi,maharashtra,19.40743045,44.87383514,0,2639.56
jowar,high,kharif,rajasthan,34.43419531,109.8536987,0,3344.05
cotton,medium,rabi,punjab,56.47451876,145.7230314,0,5605.44
wheat,medium,rabi,haryana,43.32306467,54.4481085,0,2610.69
tomato,high,rabi,haryana,79.11501982,70.19512479,0,2965.47
tur,low,kharif,up,59.50069319,197.8433367,0,4751.56
tur,medium,kharif,mp,70.68973004,189.1347074,0,6284.52
chana,low,zaid,haryana,45.51029169,37.72644928,0,4311.78
jowar,medium,zaid,haryana,12.22532246,144.1232581,0,2879.04
chana,low,kharif,mp,4.732041652,73.43392514,0,3216.31
jowar,medium,zaid,mp,71.72436864,183.3286205,0,2257.66
soybean,medium,rabi,maharashtra,12.89576661,106.910909,0,3636.34
rice,low,zaid,maharashtra,8.343443364,38.40325019,0,2032.82
rice,low,kharif,maharashtra,99.03203093,41.88134279,0,2883.26
soybean,high,zaid,punjab,78.86606282,62.50873045,1,6972.43
onion,high,zaid,rajasthan,80.76894233,120.5022727,0,1714.71
tomato,medium,zaid,mp,64.21582901,10.11937074,1,3117.18
chana,low,rabi,up,69.37165147,102.6868994,0,4692.5
tur,medium,kharif,haryana,75.31623241,97.72098518,0,7626.85
cotton,low,kharif,up,5.340838397,65.32438115,0,4926.76
tomato,medium,rabi,haryana,33.93632779,87.65972161,0,2411.85
wheat,high,kharif,mp,48.86868467,137.0881045,0,1718.11
tomato,high,rabi,up,80.98586497,37.97053205,0,2864.44
tur,high,kharif,karnataka,72.8927589,168.3650729,0,7132.52
tomato,low,zaid,haryana,69.58731866,174.19352,0,1914.03
chana,high,kharif,mp,58.20983106,149.863071,1,5107.07
onion,high,zaid,karnataka,58.38361336,111.1050136,0,1730.27
rice,high,zaid,maharashtra,62.46106155,143.7981514,0,2455.14
cotton,high,zaid,karnataka,13.55754876,92.38504084,0,6086.07
wheat,low,rabi,haryana,75.32823289,128.9439955,0,1742.84
sugarcane,high,zaid,rajasthan,76.44123938,107.4758381,0,244.18
onion,medium,kharif,punjab,8.165262926,190.8263283,0,1671.14
cotton,medium,zaid,maharashtra,1.529549881,149.6477612,1,5596.78
onion,high,rabi,karnataka,46.80609534,161.2991892,0,2214.55
tur,medium,kharif,karnataka,63.75113205,182.9232909,0,6534.74
chana,low,kharif,karnataka,30.82189818,92.67820176,0,3264.12
rice,medium,rabi,mp,16.67002202,137.6235318,0,2169.29
wheat,medium,rabi,rajasthan,26.94146545,176.3434613,1,2137.41
chana,low,zaid,up,71.61885122,131.8846494,0,3237.11
onion,high,rabi,haryana,72.18325922,100.7777594,0,2336.49
soybean,medium,zaid,karnataka,75.2021251,126.1118469,0,3459.95
jowar,medium,kharif,mp,88.04122942,2.602042685,1,4173.35
cotton,medium,kharif,haryana,3.414708318,116.284979,0,6487.08
sugarcane,medium,zaid,up,72.98598849,0.143371741,1,338.92
onion,medium,rabi,karnataka,13.18216024,197.2699846,0,1558.08
soybean,high,kharif,punjab,26.43827765,4.181902467,0,5832.77
rice,low,rabi,karnataka,52.07864197,50.69875065,1,2986.65
rice,low,kharif,karnataka,71.81144117,111.3464616,1,3399.24
tur,low,kharif,karnataka,21.41406887,175.3120982,0,5378.76
soybean,medium,kharif,maharashtra,47.63728922,82.22978647,0,4665.53
rice,high,rabi,up,86.77631289,6.664639888,1,3575.71
jowar,low,zaid,karnataka,83.81868673,102.4600722,0,2132.55
onion,low,rabi,up,20.47216726,11.06647743,0,1577.96
tur,medium,kharif,punjab,35.23702846,71.56823173,0,8915.82
onion,low,zaid,maharashtra,54.01666969,108.719115,0,1266.21
sugarcane,low,kharif,rajasthan,74.92042551,18.76437448,0,236.11
tomato,high,zaid,up,94.5517393,96.36068851,0,2505.67
onion,high,rabi,rajasthan,48.8181737,179.3008502,1,2349.17
soybean,high,kharif,maharashtra,22.8936134,53.82395053,0,4806.05
cotton,low,rabi,karnataka,40.08275636,98.44323666,1,5407.46
cotton,high,rabi,karnataka,1.232399913,48.9599746,0,5584.15
sugarcane,medium,rabi,karnataka,71.49512723,35.69013482,0,338.11
sugarcane,high,rabi,punjab,86.4856536,154.5045184,0,387.39
soybean,high,rabi,mp,34.38300148,52.50172085,0,4339.05
tomato,high,zaid,punjab,65.13440818,41.90692479,0,3163.67
jowar,high,zaid,haryana,35.22729497,34.27966246,0,3596.75
tomato,high,kharif,karnataka,91.46273533,175.9859127,1,2240.25
onion,low,zaid,mp,89.89191237,25.70313369,0,1410.7
jowar,high,kharif,haryana,98.28258874,127.4095107,0,4082.81
onion,low,rabi,maharashtra,41.6700911,3.674330908,0,1908.39
soybean,low,zaid,up,45.27416034,61.94584435,0,3052.68
cotton,low,kharif,haryana,14.56124001,137.3732987,1,7574.32
rice,low,kharif,punjab,63.11225898,51.91008665,0,3106.69
tur,medium,kharif,punjab,35.18905381,198.2113017,0,7072.97
sugarcane,low,kharif,karnataka,4.93140955,167.8816075,0,218.54
cotton,medium,zaid,punjab,80.52307666,54.40051475,0,5584.44
onion,high,kharif,haryana,45.9878096,149.028962,0,1637.43
chana,high,kharif,up,35.99427004,128.4419274,0,4143.52
soybean,medium,zaid,punjab,27.63617065,162.3779287,0,3552.27
wheat,medium,kharif,punjab,70.80126514,90.19730053,0,2173.95
cotton,low,zaid,rajasthan,13.603876,35.13445959,1,5558.45
wheat,high,kharif,mp,64.6345925,65.55424117,1,2473.59
sugarcane,medium,zaid,up,93.8673315,30.62696012,0,256.74
wheat,medium,zaid,punjab,13.85998165,143.0872407,0,1799.62
tur,medium,kharif,punjab,73.31121024,106.5752869,1,11388
wheat,low,kharif,mp,89.40349458,89.58872804,0,1457.11
tomato,medium,kharif,rajasthan,37.88790525,46.06856642,0,1574.86
chana,low,zaid,mp,41.51332254,149.6467433,0,3083.45
jowar,medium,kharif,maharashtra,5.694147978,160.2343007,0,2651.49
jowar,medium,kharif,haryana,68.79254267,25.08835689,0,3315.16
tomato,high,kharif,karnataka,31.96331201,165.3614226,0,1947.79
onion,low,rabi,up,98.51008132,5.767265384,0,1621.12
jowar,low,rabi,mp,24.12729417,155.6743809,0,2605.33
soybean,medium,rabi,up,40.22848733,192.7635322,0,3136.18
jowar,low,kharif,haryana,64.8407483,74.78774272,1,3479.69
chana,high,zaid,karnataka,25.97303055,106.844082,0,4381.18
chana,high,zaid,punjab,87.12302668,25.23901821,0,6120.03
cotton,medium,rabi,karnataka,72.47571922,187.548331,0,4056.84
cotton,medium,zaid,haryana,20.28458646,163.2067005,0,5099.49
onion,high,rabi,rajasthan,98.2566649,39.60618933,0,1966.72
onion,low,zaid,up,23.15799052,68.08821602,1,1733.8
wheat,low,rabi,punjab,33.70046107,3.945149293,0,2336.92
rice,medium,kharif,maharashtra,35.72299254,151.5469889,0,2835.29
tomato,high,zaid,maharashtra,93.75797614,75.45039714,0,2335.76
wheat,high,rabi,punjab,87.61900115,162.1656227,1,3611.29
wheat,medium,zaid,punjab,97.88675405,145.3208875,1,2561.91
rice,high,rabi,up,34.84469457,33.65208887,0,3172.41
tomato,high,kharif,mp,21.09636236,90.37380893,0,1979.35
soybean,high,kharif,haryana,11.07369832,9.830525745,0,5985.01
chana,medium,rabi,rajasthan,33.96207445,133.8824129,0,4725.07
cotton,high,kharif,punjab,21.21962344,49.44102379,1,10448.03
wheat,high,rabi,haryana,9.474355729,36.69157695,0,2592.1
cotton,high,kharif,karnataka,60.87537442,96.0252458,0,6521.58
jowar,medium,zaid,karnataka,14.24230881,177.1403827,0,2115.32
chana,high,rabi,maharashtra,61.27099806,35.85924705,0,5844.15
cotton,high,kharif,punjab,79.8879695,25.51363027,1,12034.73
soybean,medium,kharif,mp,8.020702952,37.87217516,0,4795.44
cotton,low,kharif,punjab,21.56929231,4.056062979,0,6778.76
tomato,high,rabi,mp,59.03460845,152.8511348,1,3234.96
cotton,high,zaid,punjab,98.60634324,127.991277,1,8908.91
onion,high,zaid,maharashtra,74.92758747,171.5531097,0,1508.89
chana,low,kharif,haryana,7.435078106,165.0616805,0,3930.52
sugarcane,high,zaid,rajasthan,18.5350243,85.73296488,0,279.53
sugarcane,high,rabi,punjab,61.18797573,115.1570422,0,352.33
onion,medium,rabi,maharashtra,75.54563311,162.2325208,0,1767.98
soybean,medium,zaid,mp,85.39144968,109.6801873,0,3335.05
tur,low,rabi,rajasthan,53.25292899,199.9415276,0,3929.94
tomato,low,rabi,mp,76.59743748,89.46648533,0,1924.27
tomato,high,rabi,haryana,44.26633882,79.37787862,0,3048.42
rice,medium,zaid,up,50.52291641,32.12062929,0,2178.01
chana,high,zaid,mp,83.13719935,112.4756761,0,4771.85
tur,high,kharif,karnataka,76.90381856,193.911375,0,6711.04
sugarcane,medium,zaid,haryana,85.9789646,191.3671335,0,280.59
jowar,medium,zaid,haryana,21.71948839,0.743932164,0,3121.82
tomato,high,rabi,mp,98.08417374,70.05447413,0,2407.06
sugarcane,high,zaid,maharashtra,15.83641709,114.3657542,0,274.67
tomato,high,kharif,mp,27.56563934,139.5943582,0,1975.62
tomato,high,rabi,maharashtra,86.38097888,192.2999358,0,2326.55
sugarcane,high,zaid,rajasthan,74.98426673,10.60917624,0,284.21
wheat,medium,kharif,rajasthan,24.95410293,55.69305818,1,2314.52
cotton,high,rabi,maharashtra,91.275376,147.7891693,0,5844.19
chana,low,zaid,haryana,90.24709926,54.07664706,0,4632.17
soybean,high,zaid,up,61.5243443,192.810826,0,3332.48
sugarcane,low,zaid,haryana,68.03353025,104.5145641,0,226.39
tomato,low,rabi,mp,92.85135646,186.4267831,0,1768.88
onion,low,rabi,rajasthan,93.49107661,17.28492649,0,1762.39
soybean,low,kharif,up,29.4674539,66.61742627,0,3506.09
wheat,low,zaid,mp,55.8587429,121.7445884,1,1818.97
tomato,low,rabi,haryana,36.65605317,193.6415855,1,2718.75
chana,high,kharif,karnataka,32.61237112,50.44048043,1,6975.55
sugarcane,high,rabi,haryana,45.78002429,84.87780361,0,378.01
jowar,medium,rabi,up,78.35426562,136.0092113,0,3165.92
soybean,high,rabi,up,78.94753599,108.2670765,0,3857.94
sugarcane,low,kharif,mp,66.50763687,163.3915375,0,222.3
chana,high,kharif,mp,80.4538889,169.1417163,0,4591.44
wheat,low,zaid,rajasthan,99.29025172,112.6025886,0,1256
onion,low,rabi,haryana,42.51939532,193.0821399,0,1726.93
onion,low,kharif,mp,90.09104479,89.63217467,0,1203.89
tomato,medium,zaid,punjab,28.7902645,199.8632536,0,2052.78
soybean,low,kharif,punjab,77.07368604,177.0030649,0,3881.27
onion,high,kharif,maharashtra,79.95670542,107.5839053,0,1578.86
tomato,high,rabi,up,1.858239895,185.5034031,0,2260.52
wheat,high,zaid,punjab,50.21184163,150.5617989,0,2284.3
tur,medium,zaid,up,25.73687906,128.050183,1,6315.66
soybean,low,rabi,punjab,11.50311294,46.6106376,1,5475.46
soybean,low,rabi,mp,18.81996204,100.5095213,0,2747.22
rice,low,rabi,mp,26.7014519,86.09871669,0,1880.56
wheat,medium,rabi,rajasthan,81.19176003,111.1409721,1,2458.1
jowar,high,rabi,haryana,55.11593895,110.698054,0,3804.98
onion,low,kharif,mp,65.46651911,153.5933516,1,1486.74
rice,medium,rabi,haryana,48.41808558,179.3988156,0,2666.39
rice,high,zaid,rajasthan,1.811633792,179.763075,1,2932.58
cotton,medium,rabi,karnataka,65.72268581,5.094538347,0,5189.46
sugarcane,high,kharif,up,6.947243667,65.10066763,0,333.53
cotton,low,zaid,mp,99.89102942,197.442891,1,4547.12
rice,high,kharif,rajasthan,31.63381463,121.2404507,0,2709.01
wheat,medium,zaid,mp,52.37479906,121.1518979,1,2110.05
sugarcane,high,rabi,mp,35.63517337,125.5012308,0,323.56
soybean,low,zaid,karnataka,67.73178682,42.92759258,0,3265.74
rice,medium,rabi,up,89.02281622,169.0451116,0,2249.1
soybean,low,rabi,haryana,70.37510808,145.3340939,1,4669.96
cotton,low,rabi,mp,22.16028594,131.463765,0,3680.2
jowar,low,zaid,rajasthan,39.71813217,15.99649656,0,2181.15
cotton,high,kharif,rajasthan,24.09191744,146.8147062,0,6415.4
sugarcane,high,rabi,up,93.22493302,141.576139,0,295.82
wheat,medium,zaid,rajasthan,85.60712885,46.09896747,0,1562.41
onion,high,kharif,haryana,80.79515934,50.64149633,0,2061.52
soybean,low,rabi,haryana,26.84183786,107.6135101,1,4889.09
tomato,medium,zaid,rajasthan,13.51064405,194.738427,0,1804.74
jowar,medium,kharif,haryana,66.22668502,113.288737,0,3334.08
cotton,high,rabi,up,67.14988553,179.1624203,0,4790.98
sugarcane,medium,zaid,punjab,13.52798581,95.32409126,0,282.37
onion,medium,kharif,rajasthan,75.52888558,56.39987054,0,1443.9
rice,low,zaid,karnataka,84.72874295,69.25321016,0,1942.11
soybean,high,zaid,up,24.44447982,125.4634157,0,4365.33
onion,medium,kharif,punjab,42.25278913,77.08421995,0,1877.8
soybean,high,zaid,rajasthan,51.64208323,188.7130434,0,3478.42
soybean,medium,rabi,maharashtra,35.87793308,59.78954562,0,3509.74
rice,medium,rabi,up,51.68979454,198.448383,0,1906.15
wheat,medium,rabi,karnataka,15.27261377,184.0544738,0,2050.55
soybean,high,zaid,mp,11.37149111,90.84556476,0,4337.83
tomato,medium,zaid,rajasthan,83.43563914,40.16575003,0,2118.11
rice,high,zaid,haryana,23.20157993,19.68694181,1,3953.63
jowar,high,zaid,karnataka,22.21570716,117.0243322,0,2537.93
jowar,medium,kharif,mp,43.45506251,79.86522928,0,2905.94
chana,high,rabi,karnataka,32.88597696,115.7170697,0,6383.26
tur,medium,rabi,rajasthan,78.27165847,151.0874545,0,5173.19
chana,low,kharif,punjab,43.38421341,39.14155033,0,4560.15
chana,medium,zaid,maharashtra,51.89398887,165.836356,0,3959.21
tur,high,zaid,haryana,65.64628042,100.4549729,0,6035.05
tomato,low,zaid,rajasthan,98.02514235,78.74383393,0,1554.78
tomato,medium,kharif,mp,9.712596724,178.7069167,0,1469.45
sugarcane,low,zaid,rajasthan,92.99683654,60.69064329,1,287.67
jowar,low,kharif,haryana,17.84290241,152.3774558,0,2914.72
rice,medium,kharif,haryana,22.211288,68.1766031,0,3153.54
tur,high,kharif,haryana,56.12440217,132.3048648,0,9152.56
tomato,medium,zaid,karnataka,12.52810688,119.2949155,0,1844.76
sugarcane,low,rabi,mp,33.54585285,144.0867404,0,219.74
tur,low,kharif,up,61.57850439,74.70393285,0,6432.14
rice,low,rabi,up,25.9660162,40.74347866,0,2115.54
soybean,low,rabi,maharashtra,38.0188591,112.5625222,0,2836.35
wheat,low,zaid,punjab,56.35940212,106.4265479,0,1539.12
soybean,high,rabi,rajasthan,92.82285158,91.65664328,0,4308.45
tomato,high,kharif,maharashtra,60.2650807,58.5080857,0,2219.72
onion,high,kharif,up,38.81384389,112.8602129,0,1820.25
onion,medium,kharif,punjab,37.02604124,166.654861,0,1656.71
tomato,low,kharif,haryana,63.77510256,196.9288739,0,1459.32
rice,medium,rabi,up,49.49297799,103.486512,0,2566.85
chana,medium,zaid,up,5.03771633,63.00165504,0,4684.73
rice,medium,zaid,rajasthan,30.26819485,116.2092983,1,2672.58
chana,high,kharif,punjab,28.33574461,186.0733316,0,5278.03
wheat,high,rabi,haryana,11.58164425,132.0237806,0,2695.3
onion,high,zaid,maharashtra,21.24592953,67.59399585,0,1771.53
wheat,high,kharif,haryana,14.68497659,79.80809041,1,2905.32
soybean,medium,rabi,rajasthan,60.53966148,174.7643642,0,3112.41
tur,high,zaid,rajasthan,38.4414386,115.2811103,0,5220.17
jowar,high,kharif,punjab,93.1223975,159.9356827,0,3727.74
onion,medium,rabi,mp,54.46289003,92.20671362,0,1842.01
cotton,high,zaid,mp,25.80757608,79.54579512,0,5965.93
wheat,medium,rabi,up,42.16282014,120.2165331,0,2171.14
wheat,low,zaid,rajasthan,27.58715692,155.321368,0,1288.61
rice,low,zaid,punjab,93.93725259,106.7856881,0,1883.25
soybean,medium,zaid,karnataka,51.30821526,12.59428175,0,4184.27
jowar,medium,kharif,mp,50.11147237,33.82078008,0,3386.18
soybean,low,rabi,mp,40.77757336,181.7961784,0,2912.89
chana,low,zaid,haryana,28.42278403,106.9808173,0,3685.94
sugarcane,high,kharif,haryana,3.999029421,154.1285054,0,337.69
soybean,medium,zaid,up,93.53054332,1.713842162,0,3717.72
tur,medium,kharif,maharashtra,67.5224447,91.89666021,1,8727.51
tur,low,rabi,maharashtra,83.34405594,93.95984414,0,5316.53
tur,medium,kharif,up,83.01600932,107.5544983,0,6846.99
jowar,high,zaid,karnataka,13.4794877,175.0419609,0,2564.76
rice,high,kharif,rajasthan,79.3987473,116.6037295,1,4258.22
cotton,high,zaid,rajasthan,54.14995358,182.1589861,0,4369.23
jowar,high,rabi,haryana,27.3713865,179.8906169,1,4653.31
tomato,high,rabi,maharashtra,48.11827954,24.5166313,1,3655.75
jowar,high,kharif,mp,10.95250551,99.2438959,0,3230.86
tomato,high,zaid,rajasthan,14.77684108,47.39606368,0,2183.27
soybean,low,kharif,maharashtra,83.42829229,80.36793714,0,4085.2
cotton,medium,kharif,up,98.96247599,52.51447429,0,6798.84
cotton,medium,zaid,maharashtra,5.430391959,59.28814496,0,4769.16
rice,medium,rabi,karnataka,66.70674341,76.22010272,0,2352.97
sugarcane,low,zaid,mp,8.89912324,83.59390872,1,289.53
tur,medium,rabi,mp,64.72424436,121.8607438,0,5583.63
rice,low,rabi,rajasthan,47.26144846,114.7306406,0,1903.52
soybean,low,kharif,rajasthan,54.57499435,17.69737914,0,3950.68
soybean,high,zaid,haryana,18.77052579,153.1209637,0,4753.99
onion,high,rabi,rajasthan,71.56440756,111.0011345,1,2650.14
chana,high,rabi,up,36.22874521,49.97524203,0,6234.22
soybean,medium,zaid,up,8.358823585,195.4738122,0,2987.68
tomato,high,zaid,karnataka,76.81264498,88.24022044,0,2343.43
soybean,low,rabi,rajasthan,31.74949617,92.19391844,0,2963.4
tur,low,zaid,punjab,25.86468173,120.841096,1,6230.92
